CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
8939701,1,1,Y,-,998,G,G,W,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,2011,-,-,99,,,,-,-,2023
8939701,2,5,N,-,998,G,G,N,-,-,O,-,3,-,,23,21453,A,A,N,1,0,B,,-,M,94,,,,-,-,2023
8939729,1,1,Y,M,22,B,-,E,L,B,,-,-,-,,25,22350,,A,N,0,1,B,2003,-,A,07,,O,,-,-,2023
8939729,2,1,N,M,46,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,1,1,A,2008,-,A,07,,B,,-,-,2023
8939731,1,2,Y,M,61,B,-,W,-,-,O,-,-,-,-,"- ",,,N,-,1,0,-,,-,N,60,,W,,-,-,2023
8939731,2,1,N,M,33,A,-,S,P,B,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,-,I,20,,A,,-,-,2023
91379292,1,1,Y,M,18,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,R,2004,"HONDA ",A,01,,H,,-,-,2021
91383940,1,1,N,M,41,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2004,CADI,D,22,,W,,-,-,2021
91383940,2,1,N,M,61,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2007,LAND,A,07,,B,,-,-,2021
91383940,3,1,N,M,44,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2006,TOYO,A,01,,A,,-,-,2021
91383940,4,1,N,M,54,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2008,HONDA,A,01,,A,,-,-,2021
91385748,1,1,Y,F,26,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,R,2020,HOND,A,01,,W,,-,-,2021
91386471,1,1,Y,M,18,A,-,W,L,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2009,FORD,A,01,,H,,-,-,2021
91386471,2,1,N,M,49,A,-,W,M,G,N,-,3,-,-,"- ",,,N,-,0,1,B,2021,HYUN,A,01,,B,,-,-,2021
91387487,1,1,Y,M,49,-,E,E,M,G,Y,-,-,E,,25,22350,,A,-,0,0,B,2007,TOYO,D,22,,H,,-,-,2021
91387487,2,1,N,M,49,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2014,TOYO,A,01,,O,,-,-,2021
91387958,1,1,Y,M,36,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,FORD,A,08,,W,,-,-,2021
91387958,2,1,N,M,44,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2019,FORD,A,08,,O,,-,-,2021
91387958,3,1,N,F,40,A,-,S,L,G,N,-,3,-,,25,22350,,A,-,0,5,H,2008,TOYOTA,A,08,,A,,-,-,2021
91388000,1,1,Y,-,998,G,G,S,B,B,N,-,-,E,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2021
91388000,2,1,N,F,37,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2015,NISSAN,A,01,,H,,-,-,2021
91388646,1,1,Y,M,32,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2020,HONDA,A,01,,W,,-,-,2021
91388646,2,1,N,M,48,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,3,H,2014,AUDI,A,01,,A,,-,-,2021
91388646,3,1,N,X,998,G,G,E,B,B,N,-,-,E,-,"- ",,,N,-,0,0,A,,-,-,99,,,,-,-,2021
91389529,1,1,Y,M,63,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,L,2018,TOYT,A,01,,W,,-,-,2021
91389529,2,1,N,M,26,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2007,FORD,D,22,,B,,-,-,2021
91389529,3,1,N,M,65,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2000,FORD,D,22,,A,,-,-,2021
91389529,4,1,N,F,31,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,SUBA,A,01,,O,,-,-,2021
91389529,5,1,N,M,52,A,-,W,L,G,Y,-,3,-,,25,22350,,A,-,0,1,B,2010,MAZD,A,01,,H,,-,-,2021
91389732,1,1,N,M,36,A,-,N,L,G,Y,-,2,-,-,"- ",,,N,-,0,1,J,2016,HONDA,A,01,,W,,-,-,2021
91389732,2,1,N,F,37,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2006,BMW,A,01,,H,,-,-,2021
91390680,1,1,Y,M,30,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2010,TOYO,A,07,,W,,-,-,2021
91390680,2,1,N,F,20,A,-,E,M,G,N,-,3,-,-,"- ",,,N,-,0,1,H,1998,TOYO,A,01,,B,,-,-,2021
91390831,1,1,Y,M,35,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,TESLA,A,07,,W,,-,-,2021
91390831,2,1,N,F,34,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2015,HONDA,A,01,,H,,-,-,2021
91390833,1,1,Y,F,26,A,-,E,-,W,N,-,3,-,-,"- ",,,N,-,0,1,B,2021,KAWA,C,02,,W,,-,-,2021
91391444,1,1,N,M,28,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2011,TOYO,A,07,,H,,-,-,2021
91391444,2,1,Y,F,54,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2014,TOYO,A,01,,W,,-,-,2021
91391942,1,1,Y,M,19,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2015,AUDI,A,01,,H,,-,-,2021
91391942,2,1,N,M,37,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,1995,TOYO,A,01,,H,,-,-,2021
91392503,1,1,Y,M,20,-,E,E,M,G,Y,-,3,-,,25,22350,,A,-,0,1,B,2018,MERB,A,01,,A,,-,-,2021
91392503,2,1,N,M,57,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2008,MAZD,A,01,,O,,-,-,2021
91392599,1,1,Y,F,23,B,-,S,L,G,Y,-,-,E,,31,22107,,A,-,0,1,R,2015,TOYO,A,01,,H,,-,-,2021
91393007,1,1,Y,M,42,A,-,N,L,G,Y,-,3,-,,25,22350,,A,-,0,0,R,1999,TOYO,A,01,,B,,-,-,2021
91393007,2,1,N,F,48,A,-,N,M,H,Y,-,3,-,-,"- ",,,N,-,0,1,H,2013,MERB,A,01,,B,,-,-,2021
91393009,1,1,Y,M,19,-,E,W,L,H,Y,-,3,-,,25,22350,,A,-,0,1,J,2019,VOLK,A,01,,W,,-,-,2021
91393009,2,1,N,M,53,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,KENW,F,27,,B,,-,-,2021
91393010,1,1,Y,M,22,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2004,HONDA,A,01,,H,,-,-,2021
91393010,2,1,N,F,26,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2007,TOYOTA,A,01,,W,,-,-,2021
91393010,3,1,N,M,26,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2004,TOYOTA,A,01,,A,,-,-,2021
91393081,1,1,Y,M,29,B,E,E,-,W,N,-,3,-,,25,22350,,A,-,0,1,Q,2016,YAMA,C,02,,H,,-,-,2021
91393083,1,1,Y,M,22,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2002,LEXUS,A,01,,W,,-,-,2021
91393083,2,5,N,-,998,H,H,W,-,-,O,-,-,-,-,"- ",,,-,-,0,0,A,2016,YAMA,C,02,,,,-,-,2021
91393086,1,1,N,M,25,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2019,TOYO,A,01,,H,,-,-,2021
91393086,2,1,Y,M,48,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2000,TOYO,A,01,,B,,-,-,2021
91393086,3,1,N,F,34,A,-,W,M,G,Y,-,3,-,,25,22350,,A,-,0,1,B,2015,MAZD,A,01,,W,,-,-,2021
91393913,1,1,Y,M,47,A,-,E,L,G,Y,-,3,-,-,"- ",,,L,-,0,3,B,2009,TOYT,A,01,,A,,-,-,2021
91393913,2,1,N,F,31,A,-,E,M,G,Y,-,3,-,-,"- ",,,L,-,0,0,A,2018,TOYT,A,01,,A,,-,-,2021
91393913,3,1,N,M,24,A,-,E,M,G,Y,-,3,-,-,"- ",,,L,-,0,0,A,2003,ACUR,A,01,,W,,-,-,2021
91394815,1,1,Y,M,54,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,TOYO,A,01,,H,,-,-,2021
91394815,2,1,N,M,43,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2017,SUBA,A,07,,A,,-,-,2021
91394815,3,1,N,F,17,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2020,BMW,A,01,,W,,-,-,2021
91394815,4,1,N,F,24,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2013,NISS,A,07,,H,,-,-,2021
91394842,1,1,Y,-,998,G,G,N,B,B,N,-,-,E,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2021
91394842,2,1,N,M,24,A,-,N,L,G,N,-,3,-,-,"- ",,,N,-,0,1,B,1998,TOYOTA,A,01,,W,,-,-,2021
91395088,1,1,Y,F,24,G,G,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2015,HOND,A,01,,A,,-,-,2021
91395088,2,1,N,M,58,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,KIA,A,07,,W,,-,-,2021
91395088,3,1,N,M,58,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2004,CADI,A,07,,B,,-,-,2021
91398344,1,1,Y,F,44,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2017,GMC,A,07,,A,,-,-,2021
91398344,2,1,N,M,41,A,-,W,B,B,Y,-,3,-,-,"- ",,,N,-,0,1,H,2015,NISSAN,A,01,,H,,-,-,2021
91398344,3,1,N,-,998,G,G,W,B,B,N,-,3,-,-,"- ",,,N,-,0,0,H,,UNKNOWN,A,01,,,,-,-,2021
91398538,1,1,N,F,29,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2003,TOYO,A,01,,H,,-,-,2021
91398538,2,1,Y,M,50,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2016,BMW,A,01,,W,,-,-,2021
91398581,1,1,Y,F,39,A,-,N,M,G,Y,-,3,-,,25,22350,,A,-,0,1,R,2014,HOND,A,01,,H,,-,-,2021
91399235,1,1,Y,M,34,B,-,E,L,G,Y,-,3,-,,31,22107,,A,-,0,1,R,2001,ACURA,A,01,,H,,-,-,2021
91399235,2,1,N,F,24,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,4,B,2010,"LINCOLN ",A,07,,H,,-,-,2021
91401451,1,1,Y,M,20,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,2,R,2010,NISSAN,A,01,,W,,-,-,2021
91401516,1,1,Y,M,998,G,G,E,B,B,Y,-,-,E,-,"- ",,,N,-,0,0,B,,TOYOTA,A,01,,,,-,-,2021
91401516,2,1,N,F,33,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2006,KIA,A,01,,B,,-,-,2021
91401555,1,1,Y,M,19,A,-,N,M,G,Y,-,3,-,,25,22350,,A,-,0,0,H,2012,BMW,A,01,,H,,-,-,2021
91401555,2,1,N,M,54,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,R,1995,JEEP,A,07,,H,,-,-,2021
91402485,1,1,Y,F,23,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2006,HONDA,A,01,,H,,-,-,2021
91403737,1,1,Y,M,41,B,E,N,L,G,N,-,-,E,,31,22107,,A,-,1,0,R,2008,TOYO,A,01,,H,,-,-,2021
91403742,1,1,Y,F,998,G,G,W,M,B,Y,-,3,-,-,"- ",,,N,-,0,0,B,2010,NISSAN,A,01,,B,,-,-,2021
91403742,2,1,N,M,68,G,G,W,M,G,Y,-,-,E,-,"- ",,,N,-,0,1,A,2019,FORD,A,07,,W,,-,-,2021
91403844,1,1,Y,F,20,A,-,N,L,G,Y,-,3,-,,25,22350,,A,-,0,1,R,2014,BMW,A,01,,H,,-,-,2021
91403851,1,1,Y,M,998,G,G,W,B,B,Y,-,-,E,-,"- ",,,N,-,0,0,B,,LEXU,A,01,,B,,-,-,2021
91403851,2,1,N,M,38,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2020,VOLK,A,01,,A,,-,-,2021
91406021,1,1,Y,M,20,A,-,E,L,G,Y,-,3,-,-,"- ",,,I,-,0,1,B,2014,HYUN,A,01,,B,,-,-,2021
91406021,2,1,N,F,30,A,-,E,M,G,Y,-,3,-,-,"- ",,,I,-,0,0,H,2004,HYUN,A,01,,B,,-,-,2021
91406021,3,1,N,M,54,A,-,E,M,G,Y,-,3,-,-,"- ",,,I,-,0,0,H,2019,FORD,A,01,,W,,-,-,2021
91406563,1,1,Y,M,27,A,-,N,-,W,Y,-,3,-,-,"- ",,,N,-,0,1,R,1997,KAWA,C,02,,W,,-,-,2021
91406576,1,1,Y,M,55,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,FREI,G,27,31,W,,-,-,2021
91389825,1,1,Y,M,36,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,2,B,2011,TOYO,A,08,,A,,-,-,2021
91389825,2,1,N,F,33,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2020,TESL,A,01,,A,,-,-,2021
91406580,1,1,Y,-,998,G,G,N,B,B,N,-,-,E,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2021
91406580,2,1,N,F,35,G,G,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2017,TOYO,A,01,,O,,-,-,2021
91406794,1,1,N,F,26,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,1999,TOYO,A,07,,W,,-,-,2021
91406794,2,1,Y,M,52,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2003,CHEV,A,07,,H,,-,-,2021
91406809,1,1,N,M,59,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2000,BUIC,A,01,,W,,-,-,2021
91406809,2,1,Y,F,49,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,"FORD ",A,01,,W,,-,-,2021
91407241,1,1,N,M,35,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2020,TOYOTA,A,01,,A,,-,-,2021
91407241,2,1,Y,-,998,G,G,E,B,B,Y,-,-,E,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2021
91407244,1,1,Y,M,28,B,E,E,M,G,Y,-,3,-,,25,22350,,A,-,0,1,B,2007,NISSAN,A,07,,W,,-,-,2021
91407508,1,1,Y,M,42,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,MAZD,A,01,,W,,-,-,2021
91407508,2,1,N,M,31,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,TOYT,A,01,,W,,-,-,2021
91407508,3,1,N,M,39,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2002,TOYT,D,22,,H,,-,-,2021
91407561,1,1,Y,F,28,B,-,S,L,G,Y,-,3,-,,31,22107,,A,-,0,1,R,2011,MAZD,A,01,,O,,-,-,2021
91407597,1,1,N,M,29,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2007,TOYO,A,01,,O,,-,-,2021
91407628,1,1,Y,F,19,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2020,ACUR,A,01,,H,,-,-,2021
91407628,2,1,N,M,38,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2019,TOYO,A,07,,H,,-,-,2021
91408171,1,1,Y,M,67,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2014,CHEV,A,01,,W,,-,-,2021
91408171,2,1,N,F,60,A,-,S,M,G,Y,-,-,E,-,"- ",,,N,-,0,1,A,2014,SUBA,A,01,,W,,-,-,2021
91408177,1,1,N,F,60,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2015,TOYO,A,07,,A,,-,-,2021
91408177,2,1,Y,F,27,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,HOND,A,01,,W,,-,-,2021
91408301,1,1,Y,M,56,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2019,FORD,D,22,,O,,-,-,2021
91408301,2,1,N,F,24,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2019,HYUN,A,01,,W,,-,-,2021
91410627,1,1,Y,X,998,G,G,N,B,B,N,-,-,E,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2021
91410627,2,1,N,M,53,A,-,N,-,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2019,KAWASAKI,C,02,,B,,-,-,2021
91410627,3,1,N,M,58,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,TOYO,A,01,,A,,-,-,2021
91410627,4,1,N,M,65,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2006,LEXU,A,07,,W,,-,-,2021
91411385,1,1,Y,M,20,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,3,R,2015,FORD,A,01,,A,,-,-,2021
91411385,2,1,N,M,59,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2004,ACUR,A,01,,W,,-,-,2021
91411395,1,1,Y,F,19,A,-,S,L,H,N,-,3,-,-,"- ",,,N,-,0,2,J,2018,TOYO,A,01,,W,,-,-,2021
91411395,2,1,N,F,69,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2002,LEXU,A,01,,A,,-,-,2021
91411395,3,1,N,M,22,A,-,S,M,H,Y,-,3,-,-,"- ",,,N,-,0,0,B,2011,CHEV,D,22,,H,,-,-,2021
91412080,1,1,Y,M,36,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,R,1995,TOYO,D,22,,H,,-,-,2021
91412080,2,1,N,F,44,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2014,TOYO,A,01,,A,,-,-,2021
91412154,1,1,Y,F,24,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,J,2013,VOLK,A,01,,B,,-,-,2021
91412154,2,1,N,F,30,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2014,BMW,A,01,,W,,-,-,2021
91412497,1,1,Y,X,998,G,G,S,B,B,N,-,-,E,-,"- ",,,N,-,0,0,B,,UNKNOWN,-,99,,,,-,-,2021
91412497,2,1,N,M,22,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2020,HOND,A,01,,H,,-,-,2021
91412517,1,1,Y,F,33,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2011,NISS,A,01,,H,,-,-,2021
91412517,2,1,N,F,50,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,A,2018,NISS,A,07,,H,,-,-,2021
91412517,3,1,N,F,23,A,-,N,L,G,Y,-,3,-,,25,22350,,A,F,0,0,B,2012,MINI,A,01,,W,K,-,-,2021
91413794,1,1,Y,M,24,A,-,N,M,G,Y,-,3,-,,25,22350,,A,-,0,1,R,2016,SCION,A,01,,H,,-,-,2021
91414259,1,1,Y,F,26,A,-,W,L,G,N,-,3,-,-,"- ",,,N,-,0,1,B,2008,VOLK,A,01,,O,,-,-,2021
91414259,2,1,N,M,45,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2004,CHEV,A,01,,W,,-,-,2021
91414713,1,1,N,M,47,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2019,ISUZ,F,26,,H,,-,-,2021
91414713,2,1,N,X,998,G,G,E,B,B,N,-,-,E,-,"- ",,,N,-,0,0,B,,-,A,07,,,,-,-,2021
91414713,3,1,Y,F,17,A,-,S,L,G,N,-,3,-,-,"- ",,,N,-,0,3,R,2007,FORD,A,01,,B,,-,-,2021
91414721,1,1,Y,M,29,A,E,E,L,G,Y,-,3,-,,31,22107,,A,-,0,1,R,2018,MERB,A,01,,W,,-,-,2021
91414728,1,1,N,M,39,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2018,MAZDA,A,01,,H,,-,-,2021
91414728,2,1,N,M,63,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2008,GMC,A,07,,A,,-,-,2021
91414728,3,1,Y,M,45,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,NEWFL,I,20,,B,,-,-,2021
91415037,1,1,Y,M,29,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,SMRT,A,01,,H,,-,-,2021
91415037,2,1,N,M,52,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2021,HOND,A,07,,H,,-,-,2021
91417201,1,1,Y,M,53,A,-,S,M,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2001,TOYO,A,07,,H,,-,-,2021
91417201,2,1,N,M,60,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,TOYO,A,01,,A,,-,-,2021
91417210,1,1,Y,M,39,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2000,ACUR,A,01,,W,,-,-,2021
91417210,2,1,N,F,59,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2021,LEXU,A,01,,,,-,-,2021
91417480,1,1,N,F,65,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2003,HONDA,A,01,,B,,-,-,2021
91417480,2,1,Y,M,28,A,-,N,L,G,Y,-,3,-,,25,22350,,A,-,0,0,R,2004,NISS,A,01,,H,,-,-,2021
91418385,1,1,Y,M,34,A,-,S,L,G,N,-,3,-,-,"- ",,,F,-,0,1,B,2004,BMW,A,01,,B,K,-,-,2021
91420781,1,1,Y,M,53,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,KENW,F,27,,H,,-,-,2021
91420781,2,1,N,M,37,A,-,E,-,W,Y,-,3,-,-,"- ",,,M,-,0,1,B,2013,VESPA,C,02,,W,,-,-,2021
91420806,1,1,Y,F,23,G,G,N,M,G,N,-,-,E,-,"- ",,,N,-,0,0,R,2007,TOYO,A,01,,H,,-,-,2021
91420806,2,1,N,F,36,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2014,NISS,A,01,,H,,-,-,2021
91420806,3,1,N,M,31,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2020,TOYO,A,07,,A,,-,-,2021
91420850,1,1,Y,F,25,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,CHEV,A,01,,H,,-,-,2021
91420850,2,1,N,M,44,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2017,TOYO,A,08,,A,,-,-,2021
91420873,1,1,Y,M,43,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2003,ACUR,A,01,,A,,-,-,2021
91420873,2,1,N,M,35,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2014,TOYT,D,22,,W,,-,-,2021
91421335,1,1,Y,M,35,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,R,2002,BMW,A,01,,B,,-,-,2021
91421335,2,1,N,M,52,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2019,DODGE,D,22,,B,,-,-,2021
91421381,1,1,Y,M,20,A,-,W,M,G,Y,-,3,-,,25,22350,,A,-,0,1,R,2019,DODG,A,01,,H,,-,-,2021
91421381,2,3,N,-,998,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2019,JEEP,A,07,,,,-,-,2021
91422794,1,1,Y,M,29,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2021,BMW,A,01,,H,,-,-,2021
91422794,2,5,N,-,998,H,H,N,-,-,O,-,3,-,-,"- ",,,N,-,0,0,A,2005,CHEV,A,08,,,,-,-,2021
91423655,1,1,Y,M,39,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,J,2003,HOND,A,01,,H,,-,-,2021
91423655,2,1,N,M,34,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2005,HOND,A,01,,H,,-,-,2021
91423689,1,1,Y,M,30,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,B,2009,MERB,A,01,,W,,-,-,2021
91423689,2,1,N,M,27,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2013,NISSAN,D,22,,H,,-,-,2021
91424705,1,1,Y,M,30,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,JEEP,A,07,,,,-,-,2021
91424705,2,1,N,M,26,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2007,ACURA,A,07,,H,,-,-,2021
91424705,3,1,N,M,59,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2015,CHEV,D,22,,W,,-,-,2021
91424717,1,1,Y,M,29,-,E,N,L,G,N,-,3,-,,31,22107,,A,-,0,1,M,2014,HONDA,A,01,,A,,-,-,2021
91425399,1,1,N,F,28,A,-,W,M,G,Y,-,2,-,-,"- ",,,N,-,0,1,B,2017,TOYOTA,A,01,,W,,-,-,2021
91425399,2,1,Y,M,998,G,G,W,L,B,Y,-,-,E,-,"- ",,,N,-,0,0,B,2011,JEEP,A,07,,,,-,-,2021
91426124,1,1,Y,M,31,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,HOND,A,01,,A,,-,-,2021
91426124,2,1,N,F,33,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2016,NISS,A,01,,O,,-,-,2021
91426242,1,1,Y,M,34,A,-,E,M,G,Y,-,3,-,-,"- ",,,L,-,0,2,R,2012,MERB,A,01,,B,,-,-,2021
91426598,1,1,Y,F,38,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2019,NISS,A,01,,B,,-,-,2021
91426598,2,1,N,M,35,A,-,E,-,W,Y,-,3,-,-,"- ",,,N,-,0,1,B,2019,HARL,C,02,,B,,-,-,2021
